time,value
21.434725,5.995038
21.434725,6.133175
21.434725,6.063217
21.449085,6.062448
21.456553,6.082930
21.513883,5.944168
21.513883,6.115578
21.513883,6.006578
21.515882,5.973594
21.515882,6.049899
21.574972,5.954169
21.574972,6.033359
21.574972,5.937629
21.574972,5.906617
21.574972,6.079517
21.597674,5.954842
21.597674,5.964026
21.597674,6.074612
21.597674,5.926715
21.622072,6.025666
21.622072,5.895318
21.641425,5.912964
21.641425,5.952006
21.641425,5.807426
21.650567,5.960756
21.674016,5.883875
21.674016,5.882096
21.674016,5.999269
21.692112,5.787136
21.692112,5.962584
21.692112,5.892193
21.692112,5.874259
21.692112,5.966767
21.692112,5.894164
21.692112,6.002010
21.745381,5.989605
21.745381,5.739680
21.745381,5.859690
21.745381,5.770548
21.745381,5.735497
21.745381,5.769346
21.745381,5.670154
21.796668,5.848487
21.796668,5.685925
21.796668,5.567790
21.796668,5.483600
21.796668,6.209913
21.822855,8.460348
21.822855,9.086989
21.842487,6.740872
21.842487,5.747469
21.843468,5.615582
21.843468,5.888443
21.889638,5.705638
21.889638,5.730208
21.889638,5.851276
21.891642,5.672414
21.891642,5.678328
21.891642,5.750306
21.891642,5.594331
21.940473,5.789107
21.940473,5.654768
21.943510,5.719870
21.943510,5.775644
21.943510,5.657749
22.041947,5.860027
22.041947,5.710158
22.041947,5.737468
22.041947,5.799348
22.046173,5.679001
22.046173,5.860075
22.084653,5.734631
22.084653,5.798819
22.084653,5.858392
22.084653,5.674818
22.084653,5.871855
22.084653,5.821610
22.084653,5.694051
22.084653,5.861902
22.084653,5.662365
22.084653,5.713812
22.127022,5.752085
22.127022,5.589282
22.127022,5.748334
22.127022,5.573944
22.128042,5.634911
22.129022,5.653518
22.160648,5.497447
22.160648,5.690733
22.160648,5.554039
22.181716,5.573944
22.181716,5.615102
22.181716,5.534902
22.181716,5.670635
22.184396,5.478359
22.184396,5.618563
22.184396,5.668616
22.238017,5.560626
22.238017,5.620054
22.240008,5.701696
22.240008,5.547211
22.240008,5.705975
22.240008,5.513458
22.270120,5.551394
22.291772,5.608370
22.291772,5.489898
22.291772,5.681694
22.291772,5.514804
22.291772,5.610390
22.291772,5.603177
22.311630,5.452299
22.311630,5.668183
22.311630,5.469656
22.353147,5.551394
22.353147,5.551731
22.353147,5.423546
22.353147,5.633613
22.397710,5.441096
22.397710,5.547932
22.397710,5.634238
22.397710,5.474128
22.397710,5.542307
22.397710,5.559856
22.397710,5.468791
22.440501,5.604572
22.440501,5.432393
22.440501,5.524517
22.440501,5.563847
22.440501,5.460521
22.440501,5.690348
22.440501,5.463742
22.484071,5.521680
22.484071,5.526873
22.484071,5.403881
22.484071,5.610534
22.484071,5.429845
22.492449,5.503265
22.516459,5.550432
22.535046,5.455232
22.535046,5.613371
22.535046,5.494514
22.535046,5.405035
22.580318,5.572646
22.580318,5.382966
22.580318,5.518314
22.610076,5.449558
22.610076,5.334260
22.610076,5.545721
22.610076,5.351233
22.611074,5.474464
22.611074,5.484802
22.611074,5.380177
22.699404,5.592167
22.700917,5.329740
22.700917,5.404987
22.700917,5.413257
22.742565,5.305700
22.742565,5.562357
22.742565,5.435615
22.742565,5.562405
22.742565,5.695878
22.742565,5.615823
22.742565,5.590099
22.783109,5.482830
22.783109,5.303248
22.783109,5.474368
22.783109,5.267187
22.785631,5.366378
22.820654,5.401814
22.820654,5.304017
22.820654,5.441048
22.820654,5.275889
22.820654,5.268773
22.820654,5.030387
22.820654,5.195065
22.860946,7.247983
22.860946,8.562136
22.860946,7.185766
22.860946,5.683809
22.888904,5.141455
22.888904,5.449174
22.888904,5.303536
22.888904,5.341136
22.888904,5.497014
22.890897,5.287862
22.890897,5.405180
22.890897,5.409314
22.890897,5.349982
22.927091,5.499178
22.927091,5.367099
22.963329,5.480330
22.963329,5.434509
22.963329,5.411767
23.005351,5.557500
23.005351,5.434076
23.005351,5.553750
23.005351,5.571492
23.005351,5.527113
23.005351,5.698041
23.035167,5.547548
23.035167,5.656451
23.035167,5.627843
23.057305,5.544951
23.057305,5.653759
23.057305,5.620150
23.057305,5.483263
23.057305,5.602937
23.057305,5.447876
23.057305,5.533844
23.114167,5.475714
23.114167,5.390467
23.116084,5.543413
23.116084,5.335366
23.168094,5.413017
23.168094,5.404843
23.168094,5.317624
23.168094,5.473599
23.168094,5.345126
23.168094,5.419796
23.168094,5.423691
23.168094,5.369167
23.168094,5.535816
23.191594,5.374744
23.191594,5.470233
23.191594,5.441721
23.218330,5.362435
23.218330,5.525142
23.237859,5.484032
23.237859,5.428451
23.237859,5.600244
23.237859,5.402727
23.237859,5.519757
23.265755,5.497639
23.265755,5.418546
23.285518,5.566780
23.285518,5.361089
23.287522,5.485956
23.287522,5.428018
23.287522,5.361426
23.330234,5.521343
23.330234,5.343540
23.330234,5.456963
23.330234,5.424700
23.330234,5.366426
23.330234,5.522786
23.343004,5.332000
23.371589,5.363589
23.392125,5.526440
23.392125,5.362820
23.392125,5.512160
23.394117,5.533027
23.394117,5.499803
23.451054,5.692127
23.451054,5.607216
23.451054,5.758479
23.455040,5.658807
23.455040,5.509467
23.489563,5.561203
23.489563,5.410276
23.532216,5.468887
23.532216,5.443981
23.573763,5.408449
23.573763,5.513939
23.573763,5.380706
23.573763,5.485138
23.573763,5.326711
23.573763,5.091979
23.573763,5.193046
23.629304,6.449260
23.629304,8.447799
23.629304,8.453424
23.629304,6.136445
23.629304,5.459319
23.639045,5.506294
23.639045,5.543413
23.639045,5.698522
23.639045,5.552308
23.639045,5.634719
23.639045,5.614332
23.639045,5.594811
23.639045,5.719630
23.639045,5.606832
23.682382,5.702080
23.682382,5.691166
23.687958,5.688425
23.687958,5.803050
23.719071,5.695493
23.719071,5.795069
23.719071,5.847910
23.719071,5.768913
23.719071,5.880365
23.743939,5.886375
23.743939,5.877913
23.743939,5.990759
23.743939,5.904646
23.744935,5.988259
23.744935,5.947342
23.744935,5.899693
23.798229,5.972200
23.799153,5.842958
23.827437,5.899790
23.827437,5.830457
23.827437,5.759104
23.828438,5.810455
23.828438,5.665827
23.828438,5.714533
23.828438,5.656692
23.877835,5.616111
23.877835,5.692945
23.882213,5.631641
23.882213,5.588801
23.882213,5.673232
23.882213,5.565193
23.882213,5.653326
23.882213,5.631449
23.916639,5.627555
23.948496,5.730785
23.948496,5.603129
23.948496,5.689146
23.970616,5.659432
23.970616,5.628901
23.970616,5.733669
23.970616,5.641738
23.971627,5.717707
23.971627,5.687415
23.971627,5.648181
23.971627,5.751267
24.023652,5.611495
24.023652,5.696647
24.023652,5.649960
24.025665,5.635055
24.025665,5.696359
24.025665,5.661788
24.025665,5.649431
24.093545,5.796656
24.093545,5.777039
24.093545,5.913685
24.093545,5.883971
24.093545,5.801031
24.120426,5.775692
24.120426,5.599331
24.120426,5.666548
24.120426,5.626112
24.121447,5.590436
24.177414,5.679386
24.177414,5.575435
24.177414,5.669289
24.177414,5.631834
24.201091,5.482157
24.201091,5.306181
24.203118,5.568607
24.266157,7.777645
24.266157,8.739026
24.266157,8.427412
24.266157,6.380745
24.266157,5.557500
24.266157,5.616400
24.266157,5.758720
24.266157,5.672270
24.270147,5.721216
24.270147,5.667366
24.270147,5.655201
24.270147,5.757950
24.270147,5.657942
24.304311,5.756412
24.304311,5.718091
24.337675,5.707369
24.337675,5.809926
24.337675,5.699580
24.366846,5.812042
24.366846,5.796175
24.366846,5.794781
24.366846,5.900415
24.366846,5.846372
24.366846,5.857286
24.393383,5.973209
24.396152,5.892001
24.396152,5.996240
24.396152,5.947726
24.396152,5.942341
24.427643,6.012588
24.427643,5.887192
24.450294,5.954169
24.450294,5.863537
24.452294,5.794925
24.452294,5.829784
24.452294,5.663904
24.487369,5.693522
24.487369,5.599764
24.519559,5.571203
24.519559,5.649239
24.519559,5.525671
24.519559,5.605101
24.519559,5.566636
24.544698,5.515814
24.544698,5.602216
24.544698,5.557116
24.544698,5.558125
24.544698,5.640729
24.587196,5.553077
24.587196,5.655490
24.588928,5.613948
24.588928,5.606207
24.639605,5.668231
24.639605,5.569280
24.639605,5.668087
24.639605,5.596061
24.639605,5.576108
24.639605,5.643325
24.639605,5.573511
24.658089,5.693570
24.658089,5.656692
24.658089,5.725640
24.658089,5.862960
24.662730,5.801127
24.692340,5.815888
24.692340,5.783530
24.716080,5.570819
24.716080,5.617746
24.716080,5.533460
24.716080,5.541105
24.748188,5.594379
24.749214,5.494033
24.776622,5.599331
24.778253,5.541201
24.778253,5.539133
24.817085,5.366859
24.817085,5.091739
24.844765,6.082402
24.844765,8.219125
24.844765,8.304709
24.844765,6.472243
24.844765,5.473887
24.844765,5.563655
24.844765,5.600244
24.865862,5.656067
24.865862,5.691262
24.865862,5.604139
24.865862,5.613515
24.867855,5.689050
24.910783,5.604908
24.910783,5.724198
24.910783,5.681838
24.910783,5.709821
24.912288,5.754633
24.912288,5.676597
24.952540,5.800214
24.953534,5.752229
24.954534,5.785549
24.976269,5.871374
24.995834,5.793675
24.995834,5.930465
24.995834,5.894068
24.995834,5.913589
24.995834,5.993500
24.995834,5.887866
24.995834,5.981431
24.995834,5.918205
25.051216,5.871710
25.051216,5.948015
25.051216,5.855988
25.051216,5.810551
25.053214,5.804781
25.053214,5.645393
25.053214,5.707417
25.105328,5.593754
25.105328,5.566876
25.105328,5.600389
25.105328,5.467204
25.107309,5.579858
25.107309,5.504611
25.107309,5.513506
25.166191,5.571203
25.166191,5.456145
25.166191,5.573127
25.166191,5.504996
25.172193,5.542259
25.172193,5.593946
25.205724,5.498120
25.205724,5.545095
25.205724,5.621544
25.241663,5.526873
25.241663,5.623948
25.241663,5.548221
25.241663,5.582262
25.270855,5.647652
25.270855,5.573319
25.270855,5.704052
25.294566,5.719918
25.294566,5.786414
25.294566,5.827187
25.294566,5.652172
25.294566,5.644960
25.294566,5.492735
25.297621,5.478744
25.297621,5.527017
25.297621,5.437923
25.364323,5.534566
25.392299,5.455376
25.392299,5.479369
25.392299,5.543893
25.392299,5.432393
25.392299,5.171217
25.392299,5.212422
25.394730,6.870018
25.394730,8.854228
25.394730,7.767596
25.394730,5.854016
25.451960,5.421287
25.451960,5.452828
25.451960,5.644479
25.472974,5.552404
25.472974,5.545336
25.472974,5.585003
25.472974,5.506679
25.472974,5.623852
25.472974,5.556875
25.474946,5.592984
25.474946,5.635873
25.501700,5.570194
25.526894,5.722130
25.526894,5.684723
25.529824,5.587888
25.529824,5.720832
25.529824,5.655249
25.529824,5.732275
25.596560,5.782039
25.596560,5.718812
25.596560,5.861325
25.596560,5.774683
25.596560,5.817042
25.629462,5.853536
25.629462,5.764201
25.629462,5.867623
25.629462,5.768192
25.657576,5.763720
25.657576,5.777952
25.657576,5.646691
25.658808,5.722274
25.658808,5.552067
25.658808,5.540816
25.658808,5.555721
25.711875,5.445087
25.719184,5.492447
25.719184,5.522738
25.719184,5.430999
25.719184,5.544903
25.719184,5.465569
25.719184,5.523892
25.755433,5.558654
25.756443,5.468791
25.756443,5.590628
25.787547,5.503409
25.787547,5.531921
25.787547,5.568078
25.807643,5.478984
25.807643,5.585772
25.807643,5.497736
25.807643,5.551394
25.808642,5.569953
25.808642,5.487590
25.834682,5.630007
25.834682,5.556395
25.859019,5.693474
25.859019,5.759056
25.861545,5.705446
25.861545,5.679001
25.861545,5.588080
25.922403,5.428066
25.922403,5.515814
25.922403,5.405083
25.922403,5.437827
25.922403,5.457251
25.922403,5.378014
25.941804,5.504707
25.941804,5.416382
25.941804,5.418209
25.943802,5.175256
25.943802,5.062169
25.990911,6.810157
25.990911,8.611948
25.990911,7.723794
25.990911,5.917099
25.991912,5.318153
26.039756,5.558943
26.041283,5.581108
26.041283,5.530190
26.041283,5.612890
26.042836,5.459078
26.042836,5.511391
26.092602,5.567213
26.094586,5.532642
26.094586,5.663712
26.129403,5.579233
26.129403,5.646402
26.161393,5.691454
26.161393,5.632315
26.161393,5.765066
26.161393,5.651403
26.161393,5.694820
26.161393,5.736602
26.161393,5.695734
26.195328,5.839111
26.195328,5.782135
26.195328,5.845121
26.195328,5.869402
26.198762,5.813436
26.198762,5.848054
26.198762,5.843679
26.198762,5.752085
26.198762,5.837092
26.244045,5.710398
26.287336,5.715062
26.287336,5.681405
26.287336,5.581108
26.287336,5.608082
26.290336,5.482638
26.290336,5.492591
26.328278,5.481244
26.328278,5.410372
26.328278,5.506679
26.328278,5.404026
26.332354,5.461963
26.332354,5.484321
26.332354,5.407535
26.367344,5.512352
26.367344,5.427537
26.367344,5.426528
26.367344,5.516631
26.402405,5.417007
26.402405,5.474849
26.402405,5.479513
26.430329,5.429989
26.430329,5.529325
26.430329,5.414603
26.430329,5.452010
26.434422,5.464560
26.434422,5.401622
26.434422,5.473791
26.434422,5.382822
26.434422,5.426383
26.467822,5.423883
26.467822,5.350415
26.501424,5.458550
26.501424,5.351233
26.501424,5.396765
26.501424,5.381379
26.535465,5.355608
26.535465,5.419363
26.535465,5.440808
26.559309,5.364455
26.559309,5.470906
26.559309,5.365080
26.559309,5.436673
26.559309,5.426816
26.561591,5.364791
26.561591,5.429941
26.667184,5.335750
26.667184,5.423643
26.667184,5.411238
26.667184,5.346088
26.667184,5.460040
26.667184,5.341857
26.667184,5.400179
26.667184,5.383783
26.667184,5.349069
26.667184,5.427104
26.667184,5.342963
26.692915,5.394457
26.692915,5.404122
26.692915,5.343588
26.739295,5.405708
26.739295,5.413401
26.744477,5.361089
26.744477,5.459992
26.744477,5.345222
26.744477,5.405228
26.772138,5.403497
26.772138,5.348348
26.795979,5.434990
26.799622,5.341568
26.799622,5.399458
26.799622,5.396429
26.799622,5.321567
26.824709,5.401237
26.824709,5.291949
26.844328,5.368205
26.844328,5.338395
26.844328,5.318249
26.844328,5.412872
26.844328,5.314835
26.844328,5.331038
26.844328,5.412296
26.844328,5.334500
26.844328,5.357820
26.875100,5.354598
26.894930,5.329885
26.894930,5.411430
26.896976,5.326327
26.896976,5.402968
26.922705,5.385274
26.942805,5.369648
26.942805,5.482302
26.942805,5.367051
26.942805,5.484417
26.944435,5.526103
26.944435,5.447683
26.984909,5.478599
26.984909,5.370705
26.984909,5.419844
26.984909,5.396333
26.984909,5.382004
27.016542,5.420421
27.016542,5.208480
27.040762,5.080825
27.040762,5.931619
27.043216,7.746632
27.043216,8.920195
27.102383,6.718178
27.102383,5.531344
27.102383,5.530142
27.102383,5.496101
27.102383,5.534854
27.104442,5.425374
27.104442,5.368109
27.129341,5.423306
27.129341,5.364743
27.129341,5.421527
27.169255,5.411334
27.169255,5.371571
27.169255,5.417488
27.169255,5.398208
27.169255,5.431384
27.169255,5.444269
27.194009,5.434269
27.212831,5.480234
27.212831,5.440808
27.212831,5.438548
27.212831,5.520286
27.214817,5.434317
27.214817,5.484032
27.239033,5.467589
27.239033,5.438163
27.259384,5.464367
27.259384,5.381187
27.259384,5.431624
27.304385,5.427778
27.304385,5.401477
27.304385,5.459992
27.304385,5.447154
27.325739,5.521536
27.329003,5.439077
27.329003,5.421671
27.329003,5.518795
27.329003,5.507688
27.396416,5.455376
27.396416,5.492783
27.396416,5.428403
27.396416,5.470474
27.396416,5.437298
27.396416,5.462156
27.399413,5.511391
27.425962,5.442298
27.425962,5.521343
27.425962,5.501871
27.425962,5.448068
27.452476,5.518651
27.452476,5.431432
27.452476,5.489610
27.454484,5.436961
27.454484,5.388255
27.497072,5.454799
27.497072,5.374263
27.498302,5.445808
27.498302,5.438740
27.498302,5.407055
27.542166,5.441625
27.542166,5.429316
27.542166,5.392246
27.542166,5.454511
27.542166,5.384601
27.542166,5.440231
27.602227,5.405805
27.602227,5.368157
27.602227,5.442202
27.602227,5.366618
27.602227,5.415613
27.602227,5.416623
27.602227,5.420373
27.604913,5.455665
27.604913,5.376956
27.604913,5.425133
27.647077,5.417104
27.647077,5.412151
27.647077,5.471724
27.648058,5.391284
27.649084,5.436528
27.649084,5.458309
27.692329,5.401477
27.692329,5.461723
27.692329,5.431672
27.692329,5.411670
27.692329,5.461963
27.734495,5.389745
27.736103,5.438019
27.737384,5.439221
27.737384,5.435519
27.737384,5.514612
27.786356,5.517353
27.786356,5.625968
27.786356,5.608466
27.786356,5.498601
27.792357,5.457732
27.792357,5.349213
27.883563,5.381091
27.883563,5.366811
27.883563,5.341280
27.883563,5.404266
27.883563,5.359695
27.883563,5.334260
27.883563,5.385851
27.886569,5.160110
27.887567,4.967065
27.923171,5.275889
27.929695,7.279428
27.929695,8.215279
27.962875,6.600523
27.962875,5.617121
27.962875,5.366378
27.962875,5.381043
27.962875,5.470570
27.962875,5.366618
27.962875,5.394073
28.023896,5.397583
28.023896,5.398015
28.023896,5.482109
28.023896,5.411719
28.057025,5.441385
28.057025,5.424893
28.057025,5.407391
28.057025,5.490716
28.057025,5.468550
28.057025,5.487494
28.057025,5.592600
28.057025,5.474945
28.057025,5.522786
28.084659,5.543701
28.084659,5.576108
28.084659,5.629814
28.085585,5.538268
28.085585,5.628420
28.110182,5.604428
28.110182,5.548365
28.112111,5.608659
28.112111,5.499755
28.112111,5.550288
28.155221,5.499611
28.155221,5.460088
28.155221,5.479465
28.155221,5.390707
28.156924,5.394217
28.156924,5.431816
28.156924,5.319980
28.201793,5.378206
28.201793,5.339933
28.202886,5.306373
28.202886,5.368494
28.251662,5.293439
28.251662,5.345222
28.254008,5.353829
28.254008,5.345367
28.254008,5.400996
28.254008,5.353589
28.254008,5.394938
28.299671,5.360945
28.299671,5.384553
28.299671,5.440423
28.299671,5.386284
28.307351,5.433547
28.307351,5.412007
28.307351,5.375081
28.361426,5.421191
28.361426,5.415854
28.361426,5.422729
28.361426,5.496678
28.362088,5.502688
28.381967,5.643614
28.381967,5.658375
28.381967,5.582214
28.381967,5.511294
28.410804,5.376090
28.410804,5.399073
28.434149,5.351810
28.434149,5.365513
28.434149,5.440711
28.436253,5.366763
28.464467,5.429509
28.464467,5.384649
28.464467,5.254590
28.483736,5.027022
28.483736,5.051303
28.485729,7.014069
28.485729,8.444673
28.485729,7.880250
28.532851,6.142743
28.532851,5.333923
28.532851,5.256753
28.532851,5.386813
28.533850,5.385562
28.533850,5.460040
28.578340,5.428451
28.578340,5.427249
28.578340,5.495957
28.580891,5.450520
28.580891,5.508746
28.604468,5.506727
28.604468,5.491293
28.625060,5.566155
28.625060,5.529998
28.626798,5.598610
28.670704,5.587263
28.670704,5.594811
28.671695,5.668712
28.671695,5.619669
28.716683,5.653182
28.716683,5.730688
28.718680,5.677944
28.718680,5.745017
28.718680,5.706071
28.718680,5.677799
28.718680,5.704148
28.718680,5.631064
28.718680,5.657269
28.742793,5.566540
28.742793,5.508265
28.764977,5.498841
28.766990,5.401285
28.766990,5.430037
28.766990,5.366522
28.766990,5.336472
28.789661,5.361330
28.809861,5.286756
28.809861,5.342915
28.809861,5.310844
28.809861,5.304738
28.818684,5.360176
28.846240,5.331423
28.869712,5.341809
28.869712,5.396717
28.869712,5.352194
28.869712,5.426047
28.870708,5.385370
28.870708,5.380081
28.915188,5.419412
28.915188,5.360272
28.915188,5.424556
28.916706,5.393448
28.916706,5.369023
28.958128,5.395996
28.959125,5.335847
28.959125,5.409314
28.960124,5.392005
28.960124,5.408112
29.002371,5.496630
29.002371,5.528123
29.002371,5.643950
29.002371,5.658807
29.002371,5.528892
29.047081,5.489321
29.047081,5.371907
29.047081,5.337433
29.047081,5.366282
29.047081,5.313970
29.047081,5.370898
29.048079,5.345222
29.048079,5.353781
29.048079,5.404699
29.089661,5.263100
29.089661,5.038417
29.089661,5.120924
29.089661,7.048014
29.089661,8.645412
29.089661,7.263994
29.135677,5.676213
29.135677,5.274832
29.135677,5.404603
29.135677,5.522401
29.135677,5.450376
29.180373,5.448597
29.180373,5.477782
29.180373,5.438644
29.180373,5.511054
29.180373,5.489610
29.224959,5.490331
29.224959,5.549663
29.224959,5.490668
29.224959,5.596350
29.251648,5.541682
29.251648,5.579185
29.251648,5.648951
29.270106,5.560049
29.270106,5.702417
29.270106,5.637652
29.270106,5.693955
29.295812,5.784347
29.296821,5.686117
29.314760,5.821754
29.314760,5.728188
29.314760,5.727996
29.372012,5.796367
29.372012,5.696022
29.372012,5.695974
29.372012,5.706215
29.372012,5.550529
29.372012,5.609957
29.372012,5.457876
29.372012,5.460761
29.372012,5.455568
29.418831,5.311469
29.418831,5.428018
29.418831,5.336424
29.418831,5.359454
29.463840,5.434797
29.463840,5.328250
29.463840,5.464271
29.463840,5.364647
29.463840,5.371523
29.463840,5.419940
29.463840,5.315749
29.488830,5.442442
29.488830,5.431143
29.507884,5.342001
29.507884,5.457924
29.507884,5.395804
29.507884,5.392486
29.507884,5.432490
29.552020,5.367099
29.552020,5.453741
29.552020,5.446145
29.552020,5.491629
29.552020,5.615342
29.605294,5.624670
29.605294,5.671453
29.605294,5.505332
29.605294,5.405564
29.607316,5.389409
29.607316,5.336568
29.607316,5.389024
29.664387,5.327817
29.664387,5.371427
29.664387,5.377773
29.664387,5.313345
29.666484,5.344020
29.666484,5.319259
29.666484,5.013848
29.712690,5.053082
29.712690,6.561626
29.712690,8.359330
29.712690,7.216875
29.757539,5.715687
29.757539,5.332962
29.757539,5.307238
29.757539,5.352579
29.757539,5.443019
29.759494,5.364455
29.759494,5.447250
29.759494,5.405949
29.803190,5.440567
29.803190,5.472637
29.803190,5.433451
29.803190,5.517257
29.806276,5.477301
29.806276,5.470858
29.849283,5.560049
29.849283,5.530238
29.849283,5.584089
29.849283,5.625199
29.854485,5.610053
29.854485,5.700157
29.854485,5.662317
29.906503,5.710014
29.906503,5.764922
29.906503,5.722659
29.906503,5.787568
29.906503,5.704965
29.906503,5.729727
29.960590,5.737131
29.960590,5.637219
29.960590,5.666500
29.960590,5.532258
29.960590,5.508121
29.981163,5.482734
29.981163,5.387197
29.981163,5.429124
29.982169,5.396429
29.982169,5.344068
30.029562,5.397294
30.029562,5.310556
30.029562,5.335270
30.029562,5.363830
30.031574,5.315460
30.031574,5.414459
30.077701,5.344117
30.077701,5.406670
30.077701,5.412632
30.120088,5.366234
30.120088,5.468935
30.120088,5.386572
30.120088,5.425758
30.120088,5.434028
30.120088,5.362387
30.120088,5.435038
30.120088,5.364166
30.120088,5.379889
30.163785,5.386236
30.163785,5.346088
30.163785,5.371475
30.163785,5.413161
30.208230,5.374408
30.208230,5.489273
30.208230,5.469368
30.208230,5.576829
30.208230,5.649864
30.208230,5.495957
30.253025,5.466771
30.253025,5.359647
30.253025,5.331038
30.253025,5.332481
30.253025,5.250839
30.253025,5.317576
30.279534,5.267427
30.279534,5.333346
30.298171,5.372725
30.298171,5.296564
30.298171,5.101211
30.298171,4.992884
30.298171,5.398208
30.333308,7.590128
30.333308,8.430441
30.354081,6.609707
30.354081,5.413113
30.354081,5.211076
30.354081,5.404939
30.354081,5.403785
30.412054,5.472349
30.412054,5.453741
30.414171,5.406862
30.414171,5.468021
30.414171,5.414219
30.414171,5.467541
30.459818,5.482975
30.459818,5.430086
30.459818,5.511343
30.461892,5.438115
30.461892,5.483936
30.485368,5.504948
30.485368,5.467733
30.504968,5.519997
30.504968,5.546057
30.504968,5.509900
30.505976,5.601302
30.505976,5.549134
30.548000,5.569713
30.548000,5.575146
30.548000,5.510092
30.548000,5.578319
30.572505,5.512593
30.572505,5.515910
30.572505,5.519853
30.592425,5.449126
30.592425,5.479128
30.594414,5.383303
30.594414,5.383255
30.616510,5.361233
30.616510,5.291035
30.635805,5.342915
30.635805,5.279592
30.635805,5.300940
30.635805,5.344068
30.635805,5.270312
30.681087,5.294305
30.681087,5.313970
30.681087,5.283823
30.681087,5.355079
30.681087,5.302815
30.726796,5.324451
30.726796,5.366859
30.726796,5.325750
30.726796,5.388592
30.726796,5.338299
30.726796,5.343636
30.726796,5.367340
30.771421,5.294737
30.771421,5.359743
30.771421,5.310941
30.771421,5.302719
30.818988,5.339597
30.818988,5.251512
30.818988,5.312046
30.862519,5.319018
30.862519,5.251080
30.862519,5.319884
30.862519,5.277380
30.862519,5.261032
30.862519,5.306758
30.862519,5.245598
30.862519,5.322865
30.862519,5.296228
30.897263,5.271274
30.897263,5.323826
30.919172,5.262956
30.919172,5.337337
30.919172,5.308200
30.919172,5.297382
30.965327,5.347530
30.965327,5.269639
30.965327,5.338010
30.965327,5.314739
30.965327,5.302238
30.965327,5.355031
30.965327,5.275745
31.011164,5.302094
31.011164,5.359358
31.011164,5.280842
31.011164,5.331423
31.011164,5.303921
31.011164,5.299642
31.011164,5.341664
31.056695,5.275361
31.056695,5.330750
31.056695,5.291756
31.056695,5.283775
31.056695,5.338491
31.082500,5.262042
31.083091,5.328634
31.101154,5.288391
31.101154,5.262523
31.126896,5.323442
31.127984,5.240646
31.146353,5.295939
31.146353,5.248243
31.146353,5.252137
31.146353,5.300747
31.146353,5.273053
31.193372,5.259301
31.193372,5.319403
31.193372,5.243675
31.218642,5.329115
31.218642,5.281371
31.238071,5.268725
31.238071,5.331760
31.262836,5.262138
31.262836,5.339789
31.283094,5.301132
31.283094,5.292429
31.283094,5.340943
31.283094,5.263485
31.283094,5.330510
31.283094,5.300988
31.283094,5.341376
31.283094,5.369407
31.283094,5.324067
31.283094,5.471772
31.339745,5.504804
31.339745,5.376956
31.339745,5.363734
31.339745,5.338828
31.339745,5.311469
31.339745,5.366955
31.339745,5.294208
31.339745,5.375369
31.384239,5.333683
31.384239,5.334548
31.384239,5.343828
31.418122,5.032455
31.418122,5.157947
31.418122,6.569607
31.418122,8.423133
31.443397,8.037859
31.446553,5.981672
31.446553,5.419123
31.446553,5.393400
31.446553,5.393977
31.494306,5.485619
31.494306,5.421767
31.495283,5.403881
31.495283,5.434076
31.495283,5.359310
31.537375,5.421960
31.537375,5.383158
31.539376,5.386524
31.539376,5.419315
31.580867,5.365032
31.580867,5.435807
31.582676,5.394650
31.582676,5.404554
31.582676,5.459559
31.582676,5.387053
31.582676,5.479705
31.582676,5.414892
31.582676,5.418402
31.625266,5.442106
31.625266,5.357243
31.625266,5.420854
31.627362,5.349454
31.627362,5.306998
31.673251,5.372388
31.673251,5.311277
31.673251,5.309498
31.673251,5.367244
31.675370,5.316230
31.675370,5.386091
31.675370,5.332529
31.721025,5.311229
31.721025,5.349069
31.722999,5.261802
31.722999,5.322624
31.746556,5.262379
31.746556,5.256128
31.746556,5.309162
31.771571,5.254205
31.771571,5.325750
31.774074,5.287189
31.774074,5.300507
31.828621,5.353204
31.828621,5.269975
31.828621,5.346761
31.831122,5.346665
31.831122,5.268918
31.831122,5.337529
31.831122,5.292477
31.856799,5.289641
31.856799,5.330846
31.877770,5.252282
31.877770,5.316806
31.878785,5.257234
31.921158,5.262138
31.922068,5.292862
31.959976,5.209201
31.959976,5.283054
31.962033,5.229347
31.962033,5.233915
31.992778,5.267956
31.992778,5.207230
31.992778,5.284544
31.992778,5.240117
31.992778,5.254878
31.992778,5.283294
31.992778,5.235501
31.992778,5.234251
31.992778,5.281852
32.014321,5.213096
32.014321,5.289112
32.014321,5.240742
32.016702,5.241800
32.016702,5.271129
32.042862,5.207037
32.063939,5.277765
32.063939,5.223433
32.065941,5.231174
32.065941,5.278534
32.065941,5.211413
32.065941,5.275986
32.111084,5.226462
32.111084,5.230741
32.113091,5.267187
32.113091,5.193430
32.113091,5.274447
32.135166,5.225549
32.135166,5.204393
32.154197,5.275168
32.154197,5.223529
32.155196,5.238963
32.156195,5.268822
32.197888,5.194729
32.197888,5.271754
32.197888,5.216894
32.199885,5.227953
32.199885,5.273437
32.224487,5.197229
32.226503,5.280649
32.249407,5.222616
32.249407,5.233578
32.249407,5.275024
32.268628,5.204778
32.268628,5.278919
32.295649,5.226126
32.295649,5.244493
32.295649,5.274351
32.295649,5.202518
32.317014,5.234107
32.319085,5.269975
32.319085,5.211028
32.319085,5.281611
32.319085,5.229443
32.364228,5.247233
32.364228,5.273341
32.365896,5.205499
32.365896,5.289641
