time,value
42.973413,4.821764
42.973413,4.880134
42.973413,4.853257
42.973413,4.868210
42.973413,4.895424
42.995849,4.842006
42.997848,4.879172
42.998849,4.825225
42.998849,4.846910
42.998849,4.891145
42.998849,4.833159
42.998849,4.931965
43.026378,4.889654
43.053482,4.864700
43.053482,4.897972
43.075698,4.806955
43.075698,4.870277
43.075698,4.858065
43.075698,4.771375
43.076776,4.804406
43.076776,4.743151
43.076776,2.272024
43.124558,1.786116
43.124558,1.706542
43.124558,1.798040
43.124558,1.736496
43.126562,1.755008
43.126562,3.220663
43.172640,4.722092
43.172640,4.821860
43.172640,4.774211
43.174642,4.787386
43.174642,4.807435
43.174642,4.730265
43.174642,4.809503
43.220293,4.731515
43.220293,4.760941
43.220293,4.757527
43.222279,4.684059
43.222279,4.721659
43.246341,4.738343
43.246341,4.686896
43.269704,4.739305
43.269704,4.686463
43.269704,4.701176
43.293038,4.729015
43.293038,4.663625
43.314610,4.759210
43.314610,4.694685
43.316695,2.271976
43.316695,3.250329
43.361118,4.677905
43.361118,4.755652
43.361118,4.695070
43.363203,4.738920
43.363203,4.766086
43.407839,4.681223
43.407839,4.747526
43.416847,4.664250
43.416847,4.703965
43.416847,4.754258
43.441938,4.676559
43.441938,4.706513
43.443531,4.758056
43.443531,4.689733
43.443531,4.781568
43.443531,4.698868
43.474256,4.698003
43.475247,4.738343
43.475247,4.639777
43.475247,4.713918
43.475247,4.652855
43.503838,4.677328
43.503838,4.712908
43.527972,4.625833
43.527972,4.708869
43.527972,4.636940
43.548435,4.675212
43.548435,4.693868
43.550439,4.631218
43.594525,4.734016
43.594525,4.714591
43.594525,4.667039
43.594525,4.709110
43.594525,4.640113
43.594525,4.711033
43.596531,4.697907
43.596531,4.571742
43.620097,4.690358
43.620097,4.624102
43.642116,4.646220
43.642116,4.656894
43.642116,4.636267
43.685698,4.692522
43.685698,4.665885
43.687690,4.675212
43.687690,4.709783
43.687690,4.649729
43.687690,4.743007
43.730279,4.707811
43.730279,4.793107
43.730279,4.899415
43.730279,4.840563
43.730279,4.788828
43.733346,4.730890
43.733346,4.633526
43.776439,4.680598
43.776439,4.611361
43.776439,4.621265
43.776439,4.633767
43.776439,4.576406
43.802979,4.686848
43.802979,4.625256
43.822516,4.470531
43.822516,4.281765
43.822516,4.705888
43.822516,6.660865
43.822516,7.901117
43.867243,6.178948
43.867243,4.981826
43.867243,4.682713
43.867243,4.797050
43.867243,4.727621
43.867243,4.696609
43.912749,4.698676
43.912749,4.619967
43.912749,4.641892
43.912749,4.664154
43.912749,4.630064
43.949278,4.711898
43.949278,4.640498
43.975027,4.695407
43.975027,4.740266
43.975027,4.662134
44.022150,4.750411
44.022150,4.720409
44.022150,4.752383
44.024168,4.787145
44.024168,4.728150
44.024168,4.783876
44.071480,4.779837
44.073464,4.854363
44.073464,4.861527
44.073464,4.833880
44.073464,4.862200
44.073464,4.864892
44.073464,4.801041
44.121476,4.855420
44.121476,4.777673
44.121476,4.774692
44.121476,4.742189
44.121476,4.657807
44.121476,4.690310
44.121476,4.594484
44.123454,4.615207
44.123454,4.578425
44.147267,2.038205
44.168410,2.600225
44.168410,4.493226
44.170331,4.559818
44.170331,4.578329
44.194817,2.025656
44.194817,1.721062
44.219339,4.513564
44.219339,4.569434
44.219339,4.565684
44.219339,4.493177
44.219339,4.542605
44.264393,4.538903
44.264393,4.512506
44.264393,4.593475
44.264393,4.507409
44.266462,4.549144
44.266462,4.548086
44.267460,4.046841
44.310324,1.950169
44.310324,4.473416
44.312414,2.065563
44.312414,3.902309
44.312414,1.970748
44.312414,1.722457
44.356063,4.457790
44.356063,4.501688
44.356063,4.476349
44.382459,3.989672
44.382459,1.948823
44.404790,4.495389
44.405321,4.514237
44.405321,4.641411
44.405321,4.611697
44.405321,4.714783
44.449232,4.703484
44.449232,4.579050
44.456007,4.553423
44.456007,4.414036
44.456007,4.448751
44.456007,4.488898
44.456007,4.446346
44.520664,4.491639
44.520664,3.989143
44.520664,1.498687
44.520664,3.837496
44.520664,1.693945
44.520664,3.577858
44.540118,5.559664
44.540118,7.283131
44.540118,6.350646
44.543036,4.896049
44.543036,4.650547
44.589743,4.499765
44.589743,4.508708
44.589743,4.638623
44.589743,4.476541
44.591818,4.530969
44.591818,4.525536
44.591818,4.543086
44.635211,4.617371
44.635211,4.521065
44.635211,4.607514
44.635211,4.591551
44.637288,4.587128
44.660543,4.656797
44.660543,4.620304
44.681559,4.701176
44.681559,4.699974
44.683459,4.695647
44.683459,4.797435
44.726233,4.772577
44.726233,4.866768
44.726233,4.892250
44.728233,4.865614
44.728233,4.969228
44.772363,4.959660
44.772363,4.918118
44.772363,4.972834
44.772363,4.888116
44.772363,4.907011
44.798497,4.794742
44.798497,4.677088
44.817994,4.648287
44.817994,4.527123
44.819984,4.538999
44.819984,4.462790
44.846248,4.392832
44.846248,4.449376
44.846248,4.353502
44.866328,4.424373
44.866328,4.379418
44.868322,4.354512
44.868322,4.424758
44.868322,4.382014
44.912927,4.351483
44.912927,4.421008
44.914928,4.334414
44.914928,4.389707
44.914928,4.350136
44.914928,4.323644
44.958259,4.403506
44.958259,4.297680
44.966195,4.348598
44.966195,4.303546
44.966195,4.277101
44.993120,4.330615
44.993120,4.257099
45.020469,4.314027
45.020469,4.292776
45.020469,4.264552
45.020469,4.320759
45.023450,3.768067
45.023450,1.776596
45.023450,4.275803
45.083713,1.790107
45.084237,1.765201
45.084237,4.327057
45.084237,4.411920
45.106837,4.543182
45.106837,4.466541
45.106837,4.488177
45.109509,4.332394
45.109509,4.289314
45.109509,4.357108
45.109509,3.820812
45.154027,1.761883
45.154027,4.318066
45.156006,4.313018
45.183223,4.397063
45.183223,4.304171
45.207300,2.446798
45.207300,3.948996
45.207300,4.623621
45.207300,6.740439
45.229535,6.630863
45.229535,5.196556
45.229535,4.715841
45.229535,4.309556
45.229535,4.417882
45.277561,4.400237
45.277561,1.942043
45.277561,2.996125
45.277561,4.334798
45.277561,4.419565
45.279560,4.397448
45.279560,1.941562
45.303447,2.767115
45.303447,4.412642
45.325602,4.504428
45.325602,4.494043
45.325602,4.496735
45.368958,4.563135
45.368958,4.510054
45.368958,4.628430
45.368958,4.609101
45.368958,4.627612
45.368958,4.730890
45.370970,4.695791
45.370970,4.720072
45.416259,4.799887
45.416259,4.750844
45.416259,4.840708
45.418360,4.794694
45.418360,4.773971
45.463798,4.789742
45.463798,4.663721
45.472881,4.666750
45.472881,4.536114
45.472881,3.030118
45.472881,1.960074
45.472881,3.859757
45.522778,1.427143
45.522778,4.251041
45.526128,1.810205
45.526128,3.023002
45.526128,3.781049
45.574157,1.471570
45.574157,4.281717
45.574157,4.236232
45.574157,1.875739
45.574157,4.310085
45.574157,2.862219
45.576139,3.220327
45.576139,4.312248
45.576139,4.394611
45.621315,4.351867
45.621315,1.888865
45.624293,3.256820
45.624293,4.332250
45.624293,2.343616
45.624293,4.332298
45.647999,4.352011
45.668443,4.411055
45.668443,4.346242
45.670403,4.544336
45.670403,4.547413
45.670403,4.543134
45.670403,4.547653
45.715500,4.371628
45.715500,4.347059
45.715500,4.349127
45.715500,4.173582
45.715500,1.797079
45.762923,4.267148
45.762923,2.700522
45.764481,3.728881
45.764481,4.251522
45.764481,4.317441
45.813200,4.009145
45.813200,3.128925
45.813200,5.185112
45.813200,7.072295
45.815210,6.327423
45.815210,4.859171
45.867817,2.676337
45.867817,3.992701
45.867817,4.262100
45.867817,4.423508
45.867817,4.378071
45.889887,4.363022
45.889887,4.409901
45.891885,4.379898
45.891885,4.393217
45.918098,4.482744
45.939640,4.403650
45.939640,4.506352
45.941636,4.488946
45.941636,4.496687
45.967748,4.573521
45.967748,4.512939
45.991851,4.618236
45.991851,4.591936
45.991851,4.628670
45.991851,4.737718
45.991851,4.696993
45.999373,4.797915
46.000373,4.765749
46.000373,4.797435
46.000373,4.845996
46.029683,4.772529
46.063324,4.814792
46.063324,4.730890
46.063324,4.684925
46.063324,4.716322
46.090222,4.602273
46.090222,2.062246
46.094216,2.344338
46.094216,3.935004
46.094216,1.628122
46.094216,4.360089
46.094216,4.365811
46.135558,4.413988
46.135558,3.860623
46.170154,1.776548
46.170154,4.342876
46.170154,4.358599
46.200165,4.406103
46.200165,4.360810
46.200165,4.433172
46.200165,4.395813
46.200165,1.950121
46.200165,3.869758
46.224223,3.942601
46.224223,1.965218
46.224223,3.847112
46.226269,4.374177
46.226269,4.485292
46.253295,4.465915
46.253295,4.479859
46.280939,4.622660
46.280939,4.609149
46.284339,4.717428
46.284339,4.572896
46.284339,4.486638
46.284339,4.455867
46.284339,4.349367
46.343841,4.398506
46.343841,4.361868
46.366546,4.364849
46.367538,4.393553
46.367538,4.334943
46.367538,4.417065
46.367538,4.264937
46.369523,3.117722
46.369523,3.935100
46.369523,4.743728
46.369523,6.873239
46.417942,6.920407
46.417942,5.187565
46.417942,4.420190
46.419911,4.251666
46.419911,1.901078
46.467612,3.885481
46.467612,4.439086
46.467612,4.506352
46.467612,4.464329
46.467612,4.494764
46.469602,4.548855
46.469602,4.501111
46.505659,4.588618
46.534616,4.514333
46.534616,4.565107
46.534616,4.607274
46.556224,4.564145
46.556224,4.679876
46.556224,4.682425
46.556224,4.217625
46.556224,1.713610
46.558661,4.515679
46.558661,4.778779
46.607130,4.808301
46.608157,4.764884
46.608157,4.883788
46.609203,4.827053
46.609203,4.858017
46.655931,4.885375
46.655931,4.773538
46.655931,4.811474
46.655931,4.700455
46.657939,4.657903
46.657939,4.647229
46.657939,4.522363
46.657939,2.429922
46.657939,4.486158
46.704055,4.471733
46.704055,4.476301
46.706042,4.429759
46.706042,1.971661
46.706042,3.873557
46.732985,4.433749
46.732985,4.515728
46.758434,4.464040
46.758434,4.490870
46.779850,4.538662
46.779850,4.486831
46.779850,4.574723
46.781840,4.507506
46.781840,4.531402
46.828151,4.564674
46.828151,4.497216
46.828151,4.565251
46.828151,4.509669
46.831173,4.560539
46.831173,4.600687
46.831173,4.555827
46.875676,4.687954
46.875676,4.706898
46.875676,4.798877
46.875676,4.819215
46.877651,4.648816
46.877651,4.561020
46.922941,4.510102
46.922941,4.441058
46.922941,4.497841
46.925042,4.439663
46.925042,4.492264
46.970069,4.499717
46.970069,4.434759
46.970069,4.522555
46.970069,4.336770
46.970069,4.139012
46.972067,4.442885
46.972067,6.340982
47.016951,7.562289
47.016951,5.886471
47.026331,4.608572
47.026331,4.397256
47.026331,4.455867
47.055482,4.562895
47.056482,4.584051
47.056482,4.534527
47.056482,4.600591
47.078350,4.532748
47.078350,4.597033
47.081447,4.631314
47.081447,4.574867
47.081447,4.658624
47.137872,4.619102
47.137872,4.687137
47.137872,4.708869
47.137872,4.666654
47.137872,4.769692
47.137872,4.741180
47.158477,4.805849
47.205271,4.829649
47.205271,4.816715
47.205271,4.916195
47.205271,4.872008
47.205271,4.927879
47.205271,4.954612
47.205271,4.897299
47.205271,4.912877
47.208750,4.917349
47.238858,4.846189
47.238858,4.892731
47.263689,4.767961
47.263689,4.725265
47.263689,4.695599
47.263689,4.610976
47.266285,4.653913
47.296729,4.552606
47.296729,4.563472
47.322853,4.560106
47.322853,4.501496
47.346527,4.564866
47.346527,4.497168
47.348584,2.078882
47.348584,2.986749
47.348584,4.072660
47.372131,1.654759
47.372131,4.480628
47.397770,4.555394
47.397770,4.639104
47.399783,4.590397
47.399783,4.621602
47.399783,4.617563
47.399783,4.111606
47.399783,1.683367
47.448348,4.506256
47.448348,4.609726
47.448348,4.609197
47.448348,4.568088
47.449349,4.646845
47.449349,4.583955
47.450349,4.667616
47.497919,4.706609
47.497919,4.773298
47.497919,4.914656
47.497919,4.792386
47.500916,2.271110
47.500916,3.125799
47.524943,4.554481
47.547493,4.590926
47.547493,4.572415
47.554929,4.521738
47.554929,4.584820
47.554929,4.531210
47.554929,4.569819
47.618436,4.560924
47.618436,4.036984
47.618436,2.470406
47.618436,4.294026
47.618436,5.863585
47.640455,7.666481
47.640455,6.715053
47.640455,5.023800
47.640455,4.428172
47.642449,4.569194
47.642449,4.616554
47.642449,4.648143
47.691940,4.688146
47.691940,4.625497
47.691940,4.671991
47.691940,4.702042
47.744316,4.636988
47.744316,4.708436
47.744316,4.729544
47.744316,4.694060
47.744316,4.773202
47.764677,4.710696
47.764677,4.783635
47.766681,4.804935
47.766681,4.781808
47.766681,4.886144
47.766681,4.799646
47.766681,4.895183
47.860247,4.906242
47.860247,4.884798
47.860247,4.981489
47.860247,4.917685
47.860247,4.970286
47.860247,4.963218
47.860247,4.922686
47.860247,4.963314
47.860247,4.868354
47.862160,4.846333
47.862160,4.851382
47.885764,4.726755
47.885764,4.746469
47.906776,4.711994
47.908781,4.615736
47.908781,4.675357
47.908781,4.588474
47.908781,4.649922
47.953333,4.638911
47.953333,4.610880
47.955340,4.691704
47.955340,4.616602
47.955340,4.672472
48.001355,4.679203
48.001355,4.667423
48.001355,4.715072
48.004110,4.658096
48.004110,4.717716
48.004110,4.711514
48.004110,4.669924
48.053137,4.703196
48.053137,4.695887
48.062778,4.664587
48.062778,4.741997
48.123012,4.653191
48.123012,4.683675
48.123012,4.662327
48.123012,4.629920
48.123012,4.712668
48.123012,4.616313
48.123012,4.661365
48.123012,4.660884
48.123012,4.606408
48.145177,4.718149
48.145177,4.618717
48.148175,4.665837
48.148175,4.659346
48.148175,4.637709
48.194302,4.714735
48.194302,4.629872
48.194302,4.669731
48.194302,4.680790
48.241423,4.619198
48.241423,4.670404
48.241423,4.680165
48.241423,4.662231
48.241423,4.696753
48.243423,4.622564
48.243423,4.685358
48.243423,4.665308
48.243423,4.649056
48.288536,4.712235
48.288536,4.620015
48.288536,4.670549
48.290535,4.665356
48.290535,4.626747
48.334146,4.681511
48.334146,4.647854
48.336654,4.679155
48.336654,4.686656
48.336654,4.643816
48.336654,4.696464
48.336654,4.661846
48.381286,4.245945
48.381286,1.885259
48.382948,4.611072
48.382948,4.688050
48.382948,4.671943
48.429520,4.659682
48.429520,4.704157
48.429520,4.637853
48.429520,4.705888
48.431697,4.677520
48.475253,4.640738
48.475253,4.697282
48.476249,4.629439
48.476249,4.687617
48.523083,4.663385
48.523083,4.655643
48.525063,4.712331
48.525063,4.658624
48.551368,4.693243
48.551368,4.683434
48.551368,4.656076
48.571708,4.713581
48.571708,4.689877
48.571708,4.715216
48.571708,4.784357
48.571708,4.725457
48.571708,2.356358
48.636847,1.816648
48.636847,1.720534
48.636847,1.875884
48.636847,4.634680
48.636847,4.697811
48.636847,4.660067
48.636847,4.166899
48.640484,1.906511
48.640484,4.642325
48.640484,4.701417
48.667201,4.529383
48.667201,1.897712
48.693089,1.821937
48.693089,3.553144
48.693089,5.008751
48.693089,4.530296
48.714044,2.390255
48.714044,1.721111
48.714044,4.593090
48.714044,4.668818
48.714044,4.763057
48.762236,4.670933
48.762236,4.719639
48.762236,4.695070
48.762236,4.687858
48.762236,4.766903
48.809318,4.686752
48.809318,4.732669
48.812325,4.728823
48.812325,4.731275
48.835816,4.788876
48.835816,4.738824
48.856277,4.803781
48.856277,4.813446
48.856277,4.775269
48.856277,4.839265
48.856277,4.835755
48.856277,4.824745
48.856277,4.891722
48.902445,4.835419
48.902445,4.887394
48.902445,4.828399
48.902445,4.784212
48.902445,4.853016
48.929572,4.767624
48.929572,4.851574
48.949637,4.847247
48.949637,4.819648
48.949637,4.868162
48.949637,4.807291
48.949637,4.857103
48.996409,4.809743
48.996409,4.788395
48.996409,4.807099
48.996409,4.734064
48.996409,4.803012
48.996409,4.773298
49.022289,4.754402
49.042505,4.834120
49.042505,4.780029
49.042505,4.769067
49.042505,4.833447
49.069834,4.775558
49.069834,4.819408
49.089616,4.772721
49.089616,4.758056
49.089616,4.824360
49.089616,4.754835
49.089616,4.794213
49.126437,4.772721
49.126437,4.756085
49.150782,4.785895
49.150782,4.720313
49.154350,4.772192
49.154350,4.726563
49.154350,4.710985
49.201962,4.773827
49.201962,4.696176
49.201962,4.705504
49.201962,4.766663
49.203037,4.700792
49.203037,4.748055
49.203037,4.722861
49.246867,4.703484
49.246867,4.767720
49.246867,4.704638
49.246867,4.761326
49.250123,4.726371
49.250123,4.743488
49.273904,4.774644
49.293927,4.700407
49.293927,4.759306
49.295015,4.707138
49.295015,4.708196
49.318944,4.736949
49.318944,4.670933
49.338607,4.739978
49.385080,4.712571
49.385080,4.724592
49.385080,4.770317
49.385080,4.720168
49.385080,4.714062
49.385080,4.769163
49.385080,4.681559
49.385080,4.753921
49.387068,4.732140
49.435937,4.705984
49.435937,4.772192
49.435937,4.688387
49.435937,4.769788
49.438935,4.714254
49.438935,4.721034
49.506663,4.777529
49.506663,4.711177
49.506663,4.758585
49.506663,4.739882
49.506663,4.724880
49.506663,4.772817
49.506663,4.227722
49.528158,1.733948
49.528158,4.126415
49.528158,4.701080
49.530237,4.765990
49.530237,4.731563
49.574720,4.726323
49.574720,4.758729
49.577758,4.689300
49.577758,4.763345
49.625683,4.731996
49.625683,4.726563
49.625683,4.776567
49.625683,4.715264
49.625683,4.832967
49.625683,4.801473
49.625683,4.826812
49.633753,4.906002
49.633753,4.831284
49.633753,4.854795
49.696742,4.731083
49.696742,4.707186
49.696742,4.746036
49.696742,4.676414
49.696742,4.232915
49.696742,2.233270
49.718429,4.678626
49.718429,4.758489
49.718429,4.696272
49.766490,4.449616
49.766490,4.488802
49.766490,5.539085
49.766490,7.472955
49.768566,7.653788
49.768566,5.554808
49.768566,4.791376
49.812998,4.690214
49.812998,4.774163
49.812998,4.782433
49.812998,4.769980
49.812998,4.802868
49.812998,4.756758
49.863259,4.813926
49.863259,4.766807
49.863259,4.779500
49.863259,4.837630
49.863259,4.803829
49.863259,4.797483
49.863259,4.871239
49.879343,4.816907
49.905166,4.896193
49.905166,4.861142
49.926154,4.881721
49.926154,4.936389
49.926154,4.892250
49.926154,4.971488
49.954202,4.939514
49.954202,4.933744
49.973745,4.967065
49.973745,4.895376
49.973745,4.954804
50.003339,4.872201
50.003339,4.865181
50.003339,4.889798
50.003339,4.805656
50.026346,4.882875
50.026346,4.861767
50.026346,4.780799
50.026346,4.823879
50.026346,4.756518
50.055324,4.731563
50.055324,4.768730
50.079926,4.706513
50.079926,4.769596
50.081926,4.709831
50.081926,4.715841
50.081926,4.776039
50.107970,4.710456
50.107970,4.787866
50.129027,4.748728
50.129027,2.307459
50.137702,1.775298
50.137702,1.690579
50.137702,1.762701
50.166979,1.700965
50.189390,1.715918
50.189390,2.546086
50.189390,4.445481
50.191382,4.753248
50.191382,4.793540
50.247364,4.729400
50.247364,4.808686
50.247364,4.753873
50.247364,4.743055
50.247364,4.766615
50.268386,4.709350
50.268386,4.763345
50.268386,4.716947
50.268386,4.726178
50.270411,4.755027
50.314544,4.680742
50.314544,4.760172
50.314544,4.726659
50.314544,4.732669
50.316541,4.745074
50.316541,4.674347
50.362149,4.726515
50.362149,4.693820
50.362149,4.679492
50.364148,4.745411
50.364148,4.685454
50.364148,4.689060
50.364148,4.740603
50.408719,4.671222
50.408719,4.729784
50.408719,4.674972
50.410721,2.217644
50.410721,2.595032
50.410721,4.666894
50.410721,4.731179
50.453804,4.676799
50.453804,4.704061
50.456423,4.729640
50.456423,4.660788
50.456423,4.729208
50.500192,4.694156
50.500192,4.694637
50.500192,4.717620
50.500192,4.647181
50.502271,4.739064
50.502271,4.734977
50.502271,4.676030
50.546239,4.741853
50.546239,4.693820
50.546239,4.732717
50.546239,4.763345
50.546239,4.690598
50.546239,4.744353
50.594493,4.697811
50.595037,4.701561
50.595037,4.730410
50.596391,4.672953
50.596391,4.741084
50.639251,4.687906
50.639251,4.712956
50.639251,4.731756
50.639251,4.672183
50.639251,4.758633
50.697985,4.702138
50.699055,4.730602
50.699055,4.756373
50.699055,4.709302
50.699055,4.732429
50.699055,4.762672
50.699055,4.250753
50.699055,1.980989
50.699055,4.767961
50.746949,4.794165
50.746949,4.901145
50.748892,4.835707
50.748892,4.853064
50.748892,4.722717
50.748892,4.277774
50.774825,1.708081
50.794977,1.642594
50.794977,1.728323
50.796969,4.539960
50.796969,4.707763
50.796969,4.743391
50.796969,4.544865
50.842202,2.467425
50.842202,4.919561
50.842202,5.836419
50.845282,7.917272
50.845282,8.057813
50.891178,5.534806
50.891178,4.703340
50.893215,4.738391
50.893215,4.833207
50.893215,4.769403
50.893215,4.761662
50.893215,4.790222
50.949614,4.733871
50.949614,4.812099
50.949614,4.746661
50.949614,4.791473
50.951530,4.827149
50.951530,4.783635
50.951530,4.861767
51.005283,4.811186
51.005283,4.861527
51.005283,4.878018
51.005283,4.850324
51.030113,4.885952
51.030113,4.926725
51.030113,4.878788
51.030113,4.940524
51.030113,4.883500
51.078309,4.915137
51.078309,4.927975
51.081308,4.859988
51.081308,4.906098
51.138893,4.835659
51.138893,4.841092
51.138893,4.856334
51.138893,4.787338
51.138893,4.843641
51.138893,4.763922
51.138893,4.796136
51.138893,4.775077
51.139879,4.698051
51.161804,4.764836
51.161804,4.666991
51.161804,4.689685
51.170313,4.725217
51.170313,4.641844
51.202007,4.669827
51.203012,4.692041
51.236817,4.649970
51.236817,4.704975
51.236817,4.664635
51.236817,4.685069
51.236817,4.718245
51.261227,4.205845
51.261227,1.731256
51.263195,4.540922
51.263195,4.676078
51.263195,4.709735
51.320802,4.662471
51.320802,4.733823
51.320802,4.646412
51.320802,2.213653
51.343998,3.034878
51.343998,4.174785
51.345994,1.720582
51.345994,4.534912
51.345994,4.617659
51.396759,4.697955
51.396759,4.627708
51.396759,4.638094
51.396759,4.659538
51.426121,4.154013
51.426121,2.071718
51.450250,4.604197
51.452329,4.655259
51.452329,4.678722
51.452329,4.630401
51.452329,4.686752
51.452329,4.614005
51.452329,4.657038
51.452329,4.664298
51.452329,4.596023
51.452329,4.680357
51.509307,4.630016
51.509307,4.670308
51.509307,4.679011
51.509307,4.635353
51.532138,4.680453
51.533113,4.685309
51.533113,4.642421
51.534398,4.703628
51.534398,4.638190
51.534398,4.673578
51.585111,4.674780
51.585111,4.633093
51.585111,4.714302
51.587188,4.660932
51.587188,4.687665
51.587188,4.691320
51.587188,4.178439
51.587188,1.760393
51.638270,4.579002
51.638270,4.665212
51.643050,4.665981
51.643050,4.636748
51.643050,4.714783
51.684496,4.627612
51.684496,4.672328
51.719338,4.698772
51.719338,4.642277
51.719338,2.242935
51.719338,3.286006
51.755148,4.718341
51.755148,4.892202
51.755148,4.851670
51.780811,4.888548
51.780811,4.809984
51.780811,4.690070
51.780811,4.688098
51.782805,4.601793
51.782805,2.173794
51.782805,4.032176
51.812766,4.591840
51.816762,4.653961
51.854547,4.586647
51.854547,4.608861
51.854547,4.344318
51.854547,4.298834
51.885868,5.676213
51.885868,6.676588
51.885868,7.933091
51.885868,6.279630
51.885868,4.859315
51.885868,4.598860
51.885868,4.673097
51.912938,4.655692
51.912938,4.723053
51.912938,4.626843
51.914982,4.694301
51.914982,4.683242
51.914982,4.676270
51.914982,4.752527
51.966759,4.671174
51.966759,4.725169
51.968747,4.740122
51.968747,4.709446
51.968747,4.791809
51.968747,4.728823
51.968747,4.805993
52.030076,4.807964
52.030076,4.773442
52.030076,4.850708
52.030076,4.852632
52.030076,4.833880
52.054854,4.906146
52.054854,4.854411
52.058854,4.886673
52.058854,4.878692
52.058854,4.823446
52.058854,4.872970
52.123351,4.766038
52.123351,4.802916
52.123351,4.772192
52.148240,4.705552
52.148240,4.741276
52.151227,4.667808
52.151227,4.683579
52.151227,4.659009
52.151227,4.595254
52.151227,4.645546
52.180550,4.580877
52.189308,4.588041
52.224420,4.641796
52.224420,4.566213
52.224420,4.631651
52.224420,4.626651
52.261506,4.608620
52.261506,4.678242
52.261506,4.628237
52.261506,4.681463
52.261506,4.669731
52.261506,4.636507
52.261506,4.701417
52.287190,4.631795
52.287190,4.685935
52.287190,4.659730
52.290342,4.640402
52.290342,4.692522
52.290342,4.606216
52.290342,4.647229
52.318279,4.627756
52.318279,2.124944
52.344679,1.790780
52.344679,3.516891
52.344679,4.566165
52.346678,4.628285
52.346678,4.544528
52.378519,4.598956
52.378519,4.587320
52.407547,4.547173
52.407547,4.613765
52.407547,4.579002
52.430879,4.661846
52.430879,4.679251
52.430879,4.753344
52.430879,4.858690
52.432879,4.780847
52.488939,4.758729
52.488939,4.650162
52.488939,4.552654
52.488939,4.587513
52.512594,4.500919
52.512594,2.097489
52.512594,3.594302
52.512594,4.507025
52.515603,4.575733
52.515603,4.566165
52.515603,4.018809
52.515603,2.692733
52.515603,4.224693
52.563493,5.821898
52.563493,7.703263
52.565486,7.021762
52.565486,5.123809
52.592771,4.474330
52.614037,4.611601
52.614037,4.633718
52.614037,4.646508
52.614037,4.670068
52.616128,4.608236
52.616128,4.682761
52.616128,4.666654
52.616128,4.665260
52.662721,4.734593
52.662721,4.670741
52.662721,4.691031
52.664963,4.769788
52.664963,4.721130
52.729310,4.794021
52.729310,4.788972
52.729310,4.784934
52.729310,4.872008
52.729310,4.838352
52.752712,4.909896
52.752712,4.911243
52.752712,4.920186
52.752712,4.984278
52.754800,4.927975
52.754800,4.990721
52.780358,4.952544
52.802228,4.922878
52.802228,4.961872
52.803831,4.856238
52.803831,4.856430
52.803831,4.769788
52.803831,4.719832
52.850247,4.727909
52.850247,4.647085
52.850247,2.129656
52.852323,1.912089
52.852323,4.520103
52.878351,4.571790
52.878351,4.541162
52.899452,4.521353
52.899452,4.587561
52.899452,4.519911
52.900517,4.590686
52.900517,4.572800
52.952554,4.107711
52.952554,1.957718
52.952554,4.550394
52.952554,4.620063
52.973827,4.602514
52.973827,4.578281
52.973827,4.630257
52.975932,4.567799
52.975932,4.609774
53.001186,4.616505
53.001186,4.552365
53.022479,2.154946
53.022479,3.963276
53.025528,4.075786
53.025528,2.004020
53.025528,4.068093
53.069357,1.614611
53.069357,4.460098
53.069357,4.561982
53.069357,4.636603
53.071951,4.613092
53.071951,4.746372
53.071951,4.781327
53.116774,4.807532
53.116774,4.792578
53.118353,4.618861
53.118353,4.606553
53.118353,4.534864
53.118353,4.520103
53.164543,4.566501
53.164543,4.491447
53.164543,4.511929
53.167432,4.573184
53.167432,4.500245
53.211635,2.143599
53.211635,4.204835
53.221478,2.237982
53.221478,1.948871
53.221478,4.090162
53.250302,4.779308
53.250302,2.662202
53.275289,1.540566
53.275289,4.152715
53.278744,4.572079
53.278744,4.686944
53.278744,4.623621
53.278744,4.596023
53.278744,4.658288
53.331800,4.600687
53.331800,4.666894
53.331800,4.637853
53.331800,4.645354
53.352677,4.699830
53.354747,4.674828
53.354747,4.691897
53.354747,4.760653
53.354747,4.708244
53.354747,4.794886
53.354747,4.799358
53.399200,4.811138
53.399200,4.870422
53.399200,4.831861
53.401192,4.926340
53.401192,4.903165
53.445730,4.902299
53.445730,4.949130
53.445730,4.891866
53.445730,4.946678
53.447809,4.886865
53.447809,4.844217
53.447809,4.855372
53.493588,4.725794
53.493588,4.747671
53.495581,4.721515
53.495581,4.606985
53.495581,4.643527
53.495581,4.577656
53.540405,4.545730
53.540405,4.592176
53.540405,4.505582
53.542475,4.562126
53.542475,4.521497
53.585458,4.521690
53.585458,4.588282
53.588113,4.527027
53.588113,4.595879
53.588113,4.546403
53.588113,4.541884
53.588113,4.595206
53.632390,4.542653
53.632390,4.617034
53.633477,4.571934
53.633477,4.584724
53.657269,4.606168
53.677848,4.562847
53.677848,4.560251
53.679844,4.601312
53.679844,4.517987
53.679844,4.587849
53.679844,4.538326
53.724609,4.541210
53.724609,4.579531
53.724609,4.529767
53.732286,4.625545
53.732286,4.617996
53.760369,4.726419
53.760369,4.830034
53.782408,4.743632
53.782408,4.727957
53.782408,4.577752
53.784399,2.070660
53.784399,2.978575
53.784399,4.486350
53.784399,4.551788
53.837588,4.507938
53.837588,4.483850
53.842757,4.560683
53.842757,4.525632
53.842757,4.486735
53.870265,4.231280
